name,gender,age,height,weight,salary,nationality,code,country,language1,language2,language3,first,last
Modesto Alexander,Male,53,1.89,77,85000,Venezuelan,VE,Venezuela,Bash,,,Modesto,Alexander
Modesto Ashley,Male,20,1.52,40,97000,Greek,GR,Greece,Kotlin,Tcl,Lua,Modesto,Ashley
Moises Kline,Male,28,1.73,59,135000,Finnish,FI,Finland,Clojure,,,Moises,Kline
Monnie Combs,Female,58,1.53,62,96000,Iranian,IR,Iran,TypeScript,Go,,Monnie,Combs
Monnie Weiss,Female,42,1.8,55,100000,Uruguayan,UY,Uruguay,Fortran,C Shell,,Monnie,Weiss
Monroe Hughes,Male,66,1.55,64,119000,Bolivian,BO,Bolivia,JavaScript,Mathematica,Go,Monroe,Hughes
Monte Cole,Male,26,1.65,50,50000,Jordanian,JO,Jordan,F#,,,Monte,Cole
Mora Jimenez,Female,28,1.85,67,137000,Cameroonian,CM,Cameroon,,,,Mora,Jimenez
Morgan Maxwell,Male,28,1.77,88,83000,Finnish,FI,Finland,Ruby,Lua,,Morgan,Maxwell
Morgan Yang,Male,60,1.53,48,104000,Spanish,SP,Spain,,,,Morgan,Yang
Morton Talley,Male,54,1.79,81,53000,Estonian,EE,Estonia,Tex,Clojure,,Morton,Talley
Moshe Mcdowell,Male,50,1.65,44,137000,German,DE,Germany,ECMAScript,,,Moshe,Mcdowell
Myesha Ayala,Female,25,1.87,61,134000,Venezuelan,VE,Venezuela,,,,Myesha,Ayala
Myles Dotson,Male,16,1.57,85,72000,Belgian,BE,Belgium,,,,Myles,Dotson
Myrl Schmidt,Female,27,1.72,78,117000,Swiss,CH,Switzerland,C++,Racket,Emacs Lisp,Myrl,Schmidt
Myrl Walter,Female,32,1.67,62,69000,Russian,RU,Russia,Tex,GNU Octave,,Myrl,Walter
Na Britt,Female,45,1.75,88,68000,French,FR,France,,,,Na,Britt
Nakita Holman,Female,28,1.84,78,96000,Irish,IE,Ireland,Perl,,,Nakita,Holman
Nam Mack,Female,35,1.63,66,68000,Belgian,BE,Belgium,Rust,C,C++,Nam,Mack
Nana George,Female,54,1.64,52,83000,Ethiopian,ET,Ethiopia,Groovy,,,Nana,George
Nancey Jarvis,Female,33,1.85,67,107000,Irish,IE,Ireland,Scheme,,,Nancey,Jarvis
Nancie Jacobson,Female,34,1.74,52,127000,Mexican,ME,Mexico,Lisp,,,Nancie,Jacobson
Naoma Cabrera,Female,35,1.96,71,134000,Ethiopian,ET,Ethiopia,AutoIt,CoffeeScript,,Naoma,Cabrera
Napoleon Cain,Male,48,1.63,82,90000,Chilean,CL,Chile,Perl,Dylan,ECMAScript,Napoleon,Cain
Napoleon Goff,Male,47,1.89,39,109000,Cameroonian,CM,Cameroon,,,,Napoleon,Goff
Natacha Baird,Female,35,1.75,86,62000,Romanian,RO,Romania,Julia,,,Natacha,Baird
Natalya Moses,Female,28,1.72,56,111000,Cameroonian,CM,Cameroon,Ceylon,,,Natalya,Moses
Natashia Dodson,Female,52,1.68,85,140000,Israeli,IS,Israel,haXe,JavaScript,Lua,Natashia,Dodson
Nathan Cooke,Male,55,2.0,75,103000,Spanish,SP,Spain,Emacs Lisp,ECMAScript,,Nathan,Cooke
Nathanael Frye,Male,47,1.61,48,109000,Australian,AU,Australia,Tex,Dylan,,Nathanael,Frye
Nathanial Valentine,Male,43,1.77,69,110000,Dutch,NL,Netherland,PHP,PHP,OCaml,Nathanial,Valentine
Nathaniel Tucker,Male,25,1.54,86,85000,Taiwanese,TW,Taiwan,Groovy,Haskell,Tcl,Nathaniel,Tucker
Natosha Gentry,Female,59,1.82,88,99000,Dominican,DM,Dominica,Z shell,Mathematica,,Natosha,Gentry
Necole Michael,Female,50,1.92,49,89000,Egyptian,EG,Egypt,Julia,Racket,,Necole,Michael
Nelson Weber,Male,57,1.93,50,69000,German,DE,Germany,Smalltalk,Dylan,,Nelson,Weber
Nestor Kirby,Male,21,1.82,59,92000,Polish,PO,Poland,,,,Nestor,Kirby
Nestor Rush,Male,62,1.72,60,121000,Brazilian,BR,Brazil,Groovy,CoffeeScript,Falcon,Nestor,Rush
Neta Johns,Female,25,1.71,48,83000,Chilean,CL,Chile,J#,GNU Octave,,Neta,Johns
Neville Hammond,Male,40,2.0,86,84000,German,DE,Germany,PL-I,,,Neville,Hammond
Neville Horne,Male,27,1.9,43,146000,Ukrainian,UA,Ukraine,Prolog,Objective-C,,Neville,Horne
Neville Sherman,Male,66,1.63,39,123000,Venezuelan,VE,Venezuela,D,CoffeeScript,C++,Neville,Sherman
Newton Murphy,Male,33,1.82,81,70000,Greek,GR,Greece,Dylan,,,Newton,Murphy
Ngoc Molina,Female,33,1.55,42,140000,Chinese,CH,China,Python,D,JavaScript,Ngoc,Molina
Nia Gill,Female,42,1.93,77,78000,Irish,IE,Ireland,Delphi,R,,Nia,Gill
Nickie Hammond,Female,22,1.83,53,91000,Italian,IT,Italy,,,,Nickie,Hammond
Nicky Whitaker,Female,48,1.93,89,148000,Cameroonian,CM,Cameroon,Fortran,Java,,Nicky,Whitaker
Nigel Middleton,Male,31,1.66,86,140000,Cameroonian,CM,Cameroon,Delphi,,,Nigel,Middleton
Nikia Fitzpatrick,Female,64,1.63,84,97000,Dutch,NL,Netherland,,,,Nikia,Fitzpatrick
Noah Mcgowan,Male,17,1.94,68,96000,Estonian,EE,Estonia,Awk,,,Noah,Mcgowan
Nolan Cummings,Male,38,1.68,73,102000,Mexican,ME,Mexico,,,,Nolan,Cummings
Norberto Abbott,Male,49,1.67,45,55000,Greek,GR,Greece,JavaScript,Python,Haskell,Norberto,Abbott
Nu Valentine,Female,34,1.87,39,154000,Uruguayan,UY,Uruguay,JavaScript,TypeScript,,Nu,Valentine
Nubia Hyde,Female,43,1.67,38,105000,Estonian,EE,Estonia,,,,Nubia,Hyde
Numbers Bernard,Male,50,1.74,83,88000,British,GB,United Kingdom,OCaml,Scala,,Numbers,Bernard
Obdulia Gilmore,Female,55,1.78,77,77000,Cuban,CU,Cuba,Objective-C,haXe,GNU Octave,Obdulia,Gilmore
Odell Camacho,Male,24,1.52,68,78000,Chilean,CL,Chile,Caml,Dart,,Odell,Camacho
Odell Frazier,Male,26,1.83,58,151000,Dominican,DM,Dominica,Racket,ECMAScript,Groovy,Odell,Frazier
Odell Green,Male,60,1.87,53,88000,Irish,IE,Ireland,haXe,,,Odell,Green
Olin Cummings,Male,49,1.7,59,113000,Greek,GR,Greece,Tcl,haXe,Ceylon,Olin,Cummings
Olin Morton,Male,20,1.55,41,69000,Dominican,DM,Dominica,ECMAScript,,,Olin,Morton
Oliver Hale,Male,16,1.82,79,95000,Greek,GR,Greece,C++,,,Oliver,Hale
Ollie Johns,Male,64,1.51,47,111000,Chilean,CL,Chile,Fortran,,,Ollie,Johns
Omar Blackburn,Male,48,1.85,52,60000,Uruguayan,UY,Uruguay,C#,,,Omar,Blackburn
Onita Noble,Female,56,1.74,66,94000,Greek,GR,Greece,J#,C,Ceylon,Onita,Noble
Onita Warner,Female,40,1.94,40,82000,Canadian,CA,Canada,Z shell,Lua,,Onita,Warner
Orville Gibbs,Male,49,1.88,54,101000,Egyptian,EG,Egypt,C,Lua,,Orville,Gibbs
Oscar Byers,Male,55,1.81,49,80000,Danish,DK,Denmark,AutoIt,Erlang,Rust,Oscar,Byers
Oscar Maynard,Female,35,1.78,67,155000,German,DE,Germany,Awk,Mathematica,Clojure,Oscar,Maynard
Ossie Barron,Female,32,1.59,61,113000,Chilean,CL,Chile,R,ECMAScript,,Ossie,Barron
Osvaldo Petty,Male,60,1.54,80,102000,Estonian,EE,Estonia,Lua,Fortran,Rust,Osvaldo,Petty
Otha Robinson,Female,65,1.53,68,70000,German,DE,Germany,Awk,,,Otha,Robinson
Otto Mendoza,Male,66,1.52,39,121000,Polish,PO,Poland,Scheme,,,Otto,Mendoza
Otto Weaver,Male,66,1.9,84,105000,Estonian,EE,Estonia,,,,Otto,Weaver
Owen Rosa,Male,22,1.57,40,147000,Jordanian,JO,Jordan,,,,Owen,Rosa
Ozie Craft,Female,44,1.63,71,72000,Israeli,IS,Israel,Z shell,Prolog,,Ozie,Craft
Pablo Stout,Male,25,1.82,47,104000,Spanish,SP,Spain,ASP,,,Pablo,Stout
Page Santos,Female,43,1.86,87,129000,Chilean,CL,Chile,Lisp,,,Page,Santos
Palmer Chaney,Male,25,1.6,86,112000,Taiwanese,TW,Taiwan,Assembly,Lua,Racket,Palmer,Chaney
Palmer Head,Male,48,1.56,67,99000,Chilean,CL,Chile,Objective-C,,,Palmer,Head
Palmira Baxter,Female,44,1.61,76,124000,Taiwanese,TW,Taiwan,Scheme,Caml,Assembly,Palmira,Baxter
Palmira Sutton,Female,33,1.79,81,61000,Cuban,CU,Cuba,JavaScript,Clojure,CoffeeScript,Palmira,Sutton
Pamelia Mcintyre,Female,55,1.95,77,104000,Mexican,ME,Mexico,,,,Pamelia,Mcintyre
Pamella Simmons,Female,40,1.55,89,123000,Cambodian,CM,Cambodia,Lua,C,Racket,Pamella,Simmons
Pandora Woodward,Female,32,1.9,73,130000,Ukrainian,UA,Ukraine,C++,Mathematica,,Pandora,Woodward
Paris Moss,Female,64,1.58,58,81000,Ukrainian,UA,Ukraine,F#,Smalltalk,,Paris,Moss
Parker Lucas,Male,48,1.93,78,87000,Venezuelan,VE,Venezuela,AutoIt,C#,Perl,Parker,Lucas
Pasquale Marks,Male,58,1.94,49,163000,Australian,AU,Australia,JavaScript,,,Pasquale,Marks
Patrick Mays,Male,26,1.87,38,138000,Polish,PO,Poland,,,,Patrick,Mays
Pearle Weiss,Female,37,1.94,66,82000,Romanian,RO,Romania,Bash,Bash,,Pearle,Weiss
Pearlene Maynard,Female,24,1.97,51,146000,Estonian,EE,Estonia,JavaScript,,,Pearlene,Maynard
Pei West,Female,18,1.58,73,150000,Venezuelan,VE,Venezuela,C Shell,Common Lisp,Clojure,Pei,West
Percy Barnett,Male,30,1.84,87,105000,Jordanian,JO,Jordan,PL-I,Rust,JavaScript,Percy,Barnett
Percy Mueller,Male,35,1.75,48,96000,Polish,PO,Poland,CoffeeScript,Haskell,,Percy,Mueller
Perry Durham,Male,36,1.53,85,92000,Costa Rican,CR,Costa Rica,Java,ECMAScript,,Perry,Durham
Phebe Cummings,Female,55,1.97,38,129000,Israeli,IS,Israel,,,,Phebe,Cummings
Philip Gomez,Male,63,1.96,63,102000,Uruguayan,UY,Uruguay,,,,Philip,Gomez
Philip Hamilton,Male,56,1.75,62,127000,Canadian,CA,Canada,,,,Philip,Hamilton
Philip Payne,Male,43,1.93,90,84000,Mexican,ME,Mexico,OCaml,,,Philip,Payne
Philip Robles,Male,45,1.73,41,122000,Chinese,CH,China,Racket,,,Philip,Robles
Phung Camacho,Female,27,1.55,44,95000,Ethiopian,ET,Ethiopia,Awk,Elixir,,Phung,Camacho
Pia Fields,Female,31,1.97,50,62000,Italian,IT,Italy,Ceylon,,,Pia,Fields
Ping Farrell,Female,38,1.6,47,123000,Greek,GR,Greece,Clojure,Prolog,Falcon,Ping,Farrell
Ping O'neil,Female,52,1.72,78,64000,Mexican,ME,Mexico,Elixir,Assembly,,Ping,O'neil
Piper Baird,Female,58,1.81,59,78000,Venezuelan,VE,Venezuela,Scala,Python,PowerShell,Piper,Baird
Pok Houston,Female,42,1.69,50,114000,Cambodian,CM,Cambodia,Tex,,,Pok,Houston
Porfirio Cantrell,Male,66,1.85,75,103000,Brazilian,BR,Brazil,Ceylon,ASP,PL-SQL,Porfirio,Cantrell
Porfirio Dudley,Male,40,1.95,49,76000,British,GB,United Kingdom,Ruby,Smalltalk,Assembly,Porfirio,Dudley
Preston Combs,Male,32,1.95,66,78000,Cameroonian,CM,Cameroon,Assembly,Scheme,Common Lisp,Preston,Combs
Preston Macias,Male,66,1.95,72,131000,Romanian,RO,Romania,,,,Preston,Macias
Qiana Baldwin,Female,49,1.65,79,85000,Danish,DK,Denmark,,,,Qiana,Baldwin
Qiana Glass,Female,20,1.9,55,118000,Chilean,CL,Chile,Groovy,Lua,CoffeeScript,Qiana,Glass
Quentin Mcdowell,Male,19,1.64,58,144000,Ukrainian,UA,Ukraine,,,,Quentin,Mcdowell
Quentin Wood,Male,63,1.85,72,70000,Estonian,EE,Estonia,Common Lisp,CoffeeScript,,Quentin,Wood
Quinn Dillon,Male,49,1.71,40,65000,Russian,RU,Russia,,,,Quinn,Dillon
Rachal Bradshaw,Female,41,1.69,84,118000,Swiss,CH,Switzerland,CoffeeScript,,,Rachal,Bradshaw
Raisa Moss,Female,38,1.67,43,73000,Canadian,CA,Canada,,,,Raisa,Moss
Ralph Lloyd,Male,20,1.81,83,93000,Dutch,NL,Netherland,Ruby,OCaml,GNU Octave,Ralph,Lloyd
Ramiro Dominguez,Male,19,1.72,55,71000,Cambodian,CM,Cambodia,Mathematica,,,Ramiro,Dominguez
Ranae Rodriquez,Female,25,1.52,82,59000,Brazilian,BR,Brazil,PHP,Awk,,Ranae,Rodriquez
Randa Waters,Female,32,1.67,42,74000,Spanish,SP,Spain,Scheme,Z shell,Caml,Randa,Waters
Randal Riggs,Male,42,1.62,82,98000,Japanese,JP,Japan,Dart,Awk,Lisp,Randal,Riggs
Randall Head,Male,57,1.57,72,145000,Cambodian,CM,Cambodia,C Shell,,,Randall,Head
Randee Grimes,Female,44,1.8,71,103000,Uruguayan,UY,Uruguay,Haskell,Fortran,PL-I,Randee,Grimes
Randy Sheppard,Male,57,1.71,67,73000,Uruguayan,UY,Uruguay,Io,Assembly,TypeScript,Randy,Sheppard
Raphael Hebert,Male,47,1.82,67,108000,Danish,DK,Denmark,Mathematica,Dart,,Raphael,Hebert
Raphael Whitehead,Male,29,1.71,54,100000,Dutch,NL,Netherland,,,,Raphael,Whitehead
Rashad Sellers,Male,56,1.81,88,120000,Finnish,FI,Finland,Scheme,,,Rashad,Sellers
Rashad Whitley,Male,43,1.75,77,75000,Venezuelan,VE,Venezuela,haXe,Falcon,,Rashad,Whitley
Raul Booth,Male,35,1.62,70,123000,Uruguayan,UY,Uruguay,C#,Caml,C,Raul,Booth
Rayford Cooke,Male,54,1.63,79,133000,Estonian,EE,Estonia,,,,Rayford,Cooke
Raymond Mcmahon,Male,24,1.95,70,90000,Dutch,NL,Netherland,Kotlin,,,Raymond,Mcmahon
Reagan Hammond,Female,53,1.93,58,91000,Estonian,EE,Estonia,Common Lisp,Erlang,Lua,Reagan,Hammond
Reanna Thompson,Female,52,1.77,46,81000,Chilean,CL,Chile,Io,Julia,PL-I,Reanna,Thompson
Reatha Chang,Female,65,1.73,59,75000,Costa Rican,CR,Costa Rica,Io,Lisp,,Reatha,Chang
Reed Barron,Male,31,1.62,45,98000,Cuban,CU,Cuba,,,,Reed,Barron
Reed Frye,Male,55,1.55,39,110000,Spanish,SP,Spain,,,,Reed,Frye
Reena Massey,Female,39,1.8,43,93000,Brazilian,BR,Brazil,,,,Reena,Massey
Refugia James,Female,50,1.99,83,55000,Cuban,CU,Cuba,PL-I,Ruby,Awk,Refugia,James
Refugio Camacho,Male,64,1.54,42,129000,Cameroonian,CM,Cameroon,,,,Refugio,Camacho
Refugio Cardenas,Male,48,1.66,63,100000,Ukrainian,UA,Ukraine,Z shell,,,Refugio,Cardenas
Refugio Higgins,Male,38,1.7,46,185000,Belgian,BE,Belgium,Haskell,AutoIt,Groovy,Refugio,Higgins
Regena Simpson,Female,40,1.59,60,97000,British,GB,United Kingdom,Java,JavaScript,,Regena,Simpson
Reggie Andrews,Male,24,1.69,87,67000,Jordanian,JO,Jordan,C Shell,,,Reggie,Andrews
Reggie Golden,Male,42,1.52,87,63000,Spanish,SP,Spain,Prolog,,,Reggie,Golden
Reginia Barber,Female,58,1.63,67,128000,Cuban,CU,Cuba,Scala,,,Reginia,Barber
Reid Mueller,Male,52,1.5,45,85000,Russian,RU,Russia,Kotlin,,,Reid,Mueller
Reiko Diaz,Female,37,1.52,79,113000,Belgian,BE,Belgium,Python,JavaScript,Common Lisp,Reiko,Diaz
Remona Franco,Female,21,1.82,59,136000,Greek,GR,Greece,Ceylon,,,Remona,Franco
Renato Rose,Male,32,1.76,86,111000,Polish,PO,Poland,,,,Renato,Rose
Ressie Chaney,Female,52,1.7,71,105000,Chinese,HK,Hong Kong,J#,,,Ressie,Chaney
Retta Stewart,Female,49,1.76,69,143000,Chilean,CL,Chile,Lua,,,Retta,Stewart
Reuben Gay,Male,35,1.65,89,179000,Jordanian,JO,Jordan,Lua,Java,Erlang,Reuben,Gay
Reynalda Lee,Female,43,1.74,79,55000,Danish,DK,Denmark,JavaScript,,,Reynalda,Lee
Reynaldo Ward,Male,63,1.65,53,111000,Ethiopian,ET,Ethiopia,,,,Reynaldo,Ward
Rhett Valdez,Male,26,1.93,56,149000,Bolivian,BO,Bolivia,Go,Haskell,GNU Octave,Rhett,Valdez
Ricarda Sullivan,Female,45,1.59,56,107000,Polish,PO,Poland,Z shell,,,Ricarda,Sullivan
Ricardo Padilla,Male,51,1.83,51,110000,Estonian,EE,Estonia,Smalltalk,,,Ricardo,Padilla
Richie Gardner,Male,25,1.77,38,151000,Polish,PO,Poland,,,,Richie,Gardner
Ricki Woods,Female,40,1.9,59,180000,Russian,RU,Russia,ECMAScript,Racket,Clojure,Ricki,Woods
Rickie Gibbs,Female,50,1.61,88,80000,Finnish,FI,Finland,Awk,Ruby,,Rickie,Gibbs
Rickie May,Male,26,1.69,69,28000,Ethiopian,ET,Ethiopia,,,,Rickie,May
Ricky Moon,Male,60,1.83,54,67000,Dutch,NL,Netherland,AutoIt,C,GNU Octave,Ricky,Moon
Rico Fisher,Male,26,1.9,64,51000,Russian,RU,Russia,Assembly,,,Rico,Fisher
Rima Barton,Female,39,1.68,63,100000,Venezuelan,VE,Venezuela,Python,D,,Rima,Barton
Riva Hurst,Female,33,1.98,70,115000,German,DE,Germany,AutoIt,Erlang,Scala,Riva,Hurst
Robbi Ellison,Female,41,1.79,46,82000,Mexican,ME,Mexico,,,,Robbi,Ellison
Robby Holt,Male,51,1.78,79,143000,Jordanian,JO,Jordan,PHP,Scala,Racket,Robby,Holt
Robby Roman,Male,43,1.85,76,68000,Japanese,JP,Japan,Emacs Lisp,,,Robby,Roman
Robt Charles,Male,50,1.52,45,46000,Irish,IE,Ireland,Mathematica,Perl,Python,Robt,Charles
Robt Mercado,Male,48,1.81,89,109000,Cameroonian,CM,Cameroon,C++,,,Robt,Mercado
Rocco Henderson,Male,62,1.58,57,60000,Finnish,FI,Finland,TypeScript,Transact-SQL,Perl,Rocco,Henderson
Rochell Hoover,Female,45,1.52,90,112000,Dutch,NL,Netherland,D,Io,,Rochell,Hoover
Rochell Wong,Female,42,2.0,76,157000,French,FR,France,Haskell,haXe,,Rochell,Wong
Rod Rose,Male,26,1.7,68,52000,Egyptian,EG,Egypt,Delphi,Kotlin,,Rod,Rose
Roderick Gaines,Male,21,1.88,59,72000,British,GB,United Kingdom,Racket,AutoIt,ASP,Roderick,Gaines
Rodrick Hudson,Male,51,1.59,81,179000,Ukrainian,UA,Ukraine,Bash,,,Rodrick,Hudson
Rodrigo Gallegos,Male,59,1.69,74,109000,Cuban,CU,Cuba,Fortran,JavaScript,,Rodrigo,Gallegos
Rogelio Morris,Male,53,1.88,56,119000,Italian,IT,Italy,Perl,Scheme,Prolog,Rogelio,Morris
Roger Lambert,Male,62,1.98,45,92000,Danish,DK,Denmark,PL-SQL,Java,,Roger,Lambert
Rolland Zamora,Male,24,1.76,47,58000,Danish,DK,Denmark,Transact-SQL,,,Rolland,Zamora
Romeo Hays,Male,45,1.71,54,125000,Israeli,IS,Israel,R,Emacs Lisp,,Romeo,Hays
Romeo Joseph,Male,43,1.7,86,70000,French,FR,France,Dylan,Java,,Romeo,Joseph
Ron Miranda,Male,60,1.66,50,84000,Cambodian,CM,Cambodia,Z shell,,,Ron,Miranda
Ronald Hays,Female,43,1.81,56,118000,Greek,GR,Greece,,,,Ronald,Hays
Roosevelt Chen,Male,22,1.8,60,74000,Chinese,CH,China,,,,Roosevelt,Chen
Rosamaria Wiggins,Female,64,1.96,38,121000,Chilean,CL,Chile,Rust,Tcl,,Rosamaria,Wiggins
Rosana Witt,Female,40,1.79,64,74000,Dominican,DM,Dominica,,,,Rosana,Witt
Rosann Travis,Female,53,1.71,64,102000,Belgian,BE,Belgium,Go,Ceylon,Z shell,Rosann,Travis
Roscoe Taylor,Male,31,1.84,74,63000,Greek,GR,Greece,Objective-C,,,Roscoe,Taylor
Rosendo Rivera,Male,55,1.57,56,63000,Bolivian,BO,Bolivia,PL-SQL,Dylan,,Rosendo,Rivera
Rosendo Tyson,Male,37,1.53,85,128000,Danish,DK,Denmark,,,,Rosendo,Tyson
Rosio Cherry,Female,41,1.95,65,71000,Taiwanese,TW,Taiwan,D,Dylan,JavaScript,Rosio,Cherry
Roy Larson,Male,46,1.6,73,123000,Swedish,SE,Sweden,R,Clojure,Java,Roy,Larson
Roy May,Male,28,1.77,87,82000,German,DE,Germany,Haskell,PL-I,Erlang,Roy,May
Rozanne Newton,Female,20,1.87,76,65000,Greek,GR,Greece,Caml,F#,,Rozanne,Newton
Ruben Merrill,Male,64,1.86,90,122000,Chilean,CL,Chile,F#,,,Ruben,Merrill
Ruben Murray,Male,66,1.75,86,94000,Irish,IE,Ireland,Assembly,OCaml,,Ruben,Murray
Ruben Randolph,Male,54,1.89,63,92000,Dutch,NL,Netherland,Scheme,Rust,Lisp,Ruben,Randolph
Rubi Burnett,Female,32,1.75,44,86000,Irish,IE,Ireland,Julia,Ceylon,Smalltalk,Rubi,Burnett
Rubi Conner,Female,24,1.84,86,114000,Swiss,CH,Switzerland,Java,Scheme,Falcon,Rubi,Conner
Rubin Dillon,Male,56,1.51,81,110000,Estonian,EE,Estonia,Scheme,,,Rubin,Dillon
Rudy Cannon,Female,55,1.78,55,74000,Uruguayan,UY,Uruguay,Awk,C,,Rudy,Cannon
Rudy Spence,Male,20,1.76,49,114000,Japanese,JP,Japan,OCaml,Common Lisp,Perl,Rudy,Spence
Rueben Lopez,Male,29,1.75,67,97000,Finnish,FI,Finland,Perl,C,,Rueben,Lopez
Rufina Berry,Female,58,1.92,63,76000,Chilean,CL,Chile,,,,Rufina,Berry
Rufina Black,Female,56,1.8,74,66000,Mexican,ME,Mexico,JavaScript,Perl,Racket,Rufina,Black
Rufus Bean,Male,64,1.54,68,207000,Polish,PO,Poland,GNU Octave,,,Rufus,Bean
Rufus Jenkins,Male,52,1.74,45,79000,Belgian,BE,Belgium,TypeScript,Groovy,Assembly,Rufus,Jenkins
Russell Noel,Male,64,1.62,41,95000,Uruguayan,UY,Uruguay,,,,Russell,Noel
Rusty Newman,Male,41,1.82,46,75000,Swedish,SE,Sweden,Ruby,Python,,Rusty,Newman
Ruthe Sims,Female,47,1.86,68,76000,Ukrainian,UA,Ukraine,,,,Ruthe,Sims
Sabine Edwards,Female,38,1.84,76,117000,Chinese,CH,China,Caml,Falcon,D,Sabine,Edwards
Sacha Pollard,Female,18,1.88,49,47000,Chilean,CL,Chile,C++,Elixir,,Sacha,Pollard
Sage Adams,Female,20,1.89,74,72000,German,DE,Germany,TypeScript,Clojure,Groovy,Sage,Adams
Salley Byers,Female,28,1.91,88,73000,Cameroonian,CM,Cameroon,,,,Salley,Byers
Salome Steele,Female,26,1.91,78,67000,Bolivian,BO,Bolivia,Caml,Z shell,Julia,Salome,Steele
Sam Horne,Male,55,1.98,84,75000,Ukrainian,UA,Ukraine,Lua,Scheme,C Shell,Sam,Horne
Sammy O'neill,Male,29,1.55,52,84000,Swiss,CH,Switzerland,Tex,,,Sammy,O'neill
Samual Lopez,Male,21,1.98,69,76000,Dominican,DM,Dominica,,,,Samual,Lopez
Samuel Best,Male,59,1.51,59,56000,Jordanian,JO,Jordan,Ruby,,,Samuel,Best
Samuel Duran,Male,47,1.73,83,43000,Italian,IT,Italy,R,Emacs Lisp,Delphi,Samuel,Duran
Samuel O'donnell,Female,38,1.58,67,86000,Cameroonian,CM,Cameroon,,,,Samuel,O'donnell
Sana Stout,Female,54,1.9,38,171000,Bolivian,BO,Bolivia,,,,Sana,Stout
Sandie Knox,Female,47,1.98,41,81000,Taiwanese,TW,Taiwan,PowerShell,JavaScript,,Sandie,Knox
Sandy Morin,Male,39,1.83,42,76000,Canadian,CA,Canada,Common Lisp,Kotlin,,Sandy,Morin
Sandy Shepard,Male,45,1.86,76,144000,Dominican,DM,Dominica,C++,Clojure,Objective-C,Sandy,Shepard
Sandy Webster,Male,60,1.76,76,111000,Jordanian,JO,Jordan,Prolog,GNU Octave,,Sandy,Webster
Sanford Hewitt,Male,59,1.94,38,70000,British,GB,United Kingdom,Common Lisp,Emacs Lisp,,Sanford,Hewitt
Sang Battle,Female,62,1.96,60,134000,Israeli,IS,Israel,Tex,Falcon,haXe,Sang,Battle
Santiago Sanders,Male,56,1.58,72,170000,Dominican,DM,Dominica,,,,Santiago,Sanders
Santiago Vang,Male,31,1.97,68,78000,Irish,IE,Ireland,Go,,,Santiago,Vang
Santo Cardenas,Male,56,1.99,60,90000,French,FR,France,PL-SQL,,,Santo,Cardenas
Sari Estes,Female,42,1.6,63,147000,Ukrainian,UA,Ukraine,Mathematica,,,Sari,Estes
Sari Thornton,Female,44,1.86,59,135000,Bolivian,BO,Bolivia,Emacs Lisp,Caml,Dylan,Sari,Thornton
Scot Head,Male,21,1.7,86,44000,Russian,RU,Russia,Erlang,,,Scot,Head
Scott Rodgers,Male,26,1.8,84,164000,Italian,IT,Italy,Scheme,D,,Scott,Rodgers
Sebastian Shaffer,Male,65,1.54,89,64000,Iranian,IR,Iran,,,,Sebastian,Shaffer
Sena O'donnell,Female,42,1.66,70,72000,Irish,IE,Ireland,R,,,Sena,O'donnell
September Mcmillan,Female,48,1.71,68,92000,Dominican,DM,Dominica,PL-SQL,Lisp,,September,Mcmillan
Sergio Harrison,Male,31,1.82,85,86000,Belgian,BE,Belgium,,,,Sergio,Harrison
Serita Hogan,Female,33,1.57,68,200000,Finnish,FI,Finland,F#,Go,,Serita,Hogan
Seth Simpson,Male,52,1.99,77,163000,Jordanian,JO,Jordan,Emacs Lisp,Racket,Lua,Seth,Simpson
Seth Small,Male,31,1.56,56,101000,Irish,IE,Ireland,Caml,JavaScript,,Seth,Small
Seymour Bell,Male,24,1.83,85,64000,Brazilian,BR,Brazil,,,,Seymour,Bell
Seymour Gonzales,Male,58,1.97,84,116000,British,GB,United Kingdom,ASP,Ceylon,,Seymour,Gonzales
Shad Head,Male,38,1.87,38,86000,Chilean,CL,Chile,,,,Shad,Head
Shakira Lindsey,Female,38,1.62,56,78000,Danish,DK,Denmark,C,,,Shakira,Lindsey
Shan Blackburn,Female,53,1.96,90,68000,Swedish,SE,Sweden,Clojure,Z shell,Lisp,Shan,Blackburn
Shan York,Female,35,1.9,53,104000,Uruguayan,UY,Uruguay,,,,Shan,York
Shane Vega,Female,60,1.54,79,61000,Polish,PO,Poland,Perl,,,Shane,Vega
Shane Velasquez,Male,19,1.61,56,73000,Finnish,FI,Finland,Bash,Falcon,PowerShell,Shane,Velasquez
Shani Phelps,Female,51,1.5,75,116000,Ukrainian,UA,Ukraine,PL-I,PowerShell,,Shani,Phelps
Sharda Dixon,Female,53,1.51,69,80000,Cameroonian,CM,Cameroon,F#,Ruby,,Sharda,Dixon
Sharika Estrada,Female,18,1.66,76,95000,Danish,DK,Denmark,,,,Sharika,Estrada
Sharilyn Owen,Female,56,1.69,51,33000,Cuban,CU,Cuba,JavaScript,Falcon,,Sharilyn,Owen
Sharleen Herring,Female,34,1.83,79,121000,Ethiopian,ET,Ethiopia,Tcl,Java,,Sharleen,Herring
Shaunta Calderon,Female,21,1.62,56,97000,Swedish,SE,Sweden,,,,Shaunta,Calderon
